Team: 73
Map: 1
Unit Length: 5
Unit: cm
Origin: (5,0)
Notes: 
4,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,1,1,1,1,1,1,1,1,1,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,2,1,1,1,1,
0,0,1,0,0,0,0,0,0,1,0,0,0,1,
0,0,1,0,0,0,0,0,0,1,0,0,0,1,
0,0,1,0,0,0,0,0,0,1,0,0,0,1,
0,0,1,0,0,1,1,1,1,1,0,0,0,1,
0,0,1,0,0,1,0,0,0,0,0,0,0,1,
0,0,1,0,0,1,0,0,0,0,0,0,0,1,
0,0,1,1,1,1,1,1,1,1,1,1,1,1,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,5,0,0,0,0,0,0,0,0,
